first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,profile_url,dob
Junya,Kudo,,--,135 lbs.,--,Orthodox,10,7,2,,http://ufcstats.com/fighter-details/487c170da059857d,
John,Kuhner,,--,170 lbs.,--,,1,2,0,,http://ufcstats.com/fighter-details/a272656ad662ac53,"Oct 12, 1982"
Michael,Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/b7f38813485745da,"Jun 07, 1989"
Anton,Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,"May 01, 1984"
Maiju,Kujala,,--,135 lbs.,--,,6,3,0,,http://ufcstats.com/fighter-details/4e77d070239699e2,
Sumit,Kumar,The Indian Kid,"5' 5""",125 lbs.,"66.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/a0a625221e0dd339,"Sep 09, 2000"
Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,"May 02, 1984"
Rizvan,Kuniev,,"6' 4""",240 lbs.,"76.0""",Orthodox,12,3,1,,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,"Mar 10, 1992"
Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,
Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,"May 01, 1981"
Jon,Kunneman,AK-47,--,185 lbs.,--,,10,0,0,,http://ufcstats.com/fighter-details/2694c4997a51ed01,"Jul 14, 1999"
Leo,Kuntz,The Lion,"5' 10""",155 lbs.,--,Orthodox,18,4,1,,http://ufcstats.com/fighter-details/6905d45bd71b50a9,"Oct 03, 1983"
Korey,Kuppe,,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0,,http://ufcstats.com/fighter-details/780a2897055e3ee3,"Jan 23, 1989"
Ramazan,Kuramagomedov,,"6' 1""",170 lbs.,"73.0""",Orthodox,8,0,0,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,"Aug 23, 1996"
Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,10,8,2,,http://ufcstats.com/fighter-details/032b65d5fff611b2,"Jul 13, 1973"
Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/4c78fc005a53831d,"Apr 16, 1972"
Kyle,Kurtz,,--,170 lbs.,--,,7,5,0,,http://ufcstats.com/fighter-details/b490def93478ae29,
Guram,Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72.0""",Orthodox,13,5,0,,http://ufcstats.com/fighter-details/7772b283d288dbe2,"Jan 08, 1992"
Vadym,Kutsyi,,"6' 0""",170 lbs.,"71.0""",Orthodox,17,2,0,,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5,"Jul 18, 1991"
Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,,http://ufcstats.com/fighter-details/843dd76c50cae0f6,
Kaleo,Kwan,Leo Boy,"5' 7""",155 lbs.,--,,11,16,0,,http://ufcstats.com/fighter-details/2545c7f47a65bca3,"Aug 01, 1970"
Jarrod,Kwitty,,"5' 8""",185 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,
Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1,,http://ufcstats.com/fighter-details/56b8b24f65f9f057,"Mar 31, 1980"
Lisa,Kyriacou,The Savage,"5' 5""",125 lbs.,"64.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/edbc609a3b0d2aba,"Nov 17, 1993"
Achmed,Labasanov,,"6' 3""",215 lbs.,--,Orthodox,7,4,0,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59,"Apr 24, 1978"
Josh,LaBerge,,"5' 10""",145 lbs.,--,,11,6,0,,http://ufcstats.com/fighter-details/5108b169b5fe1f86,
Jeremiah,Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0,,http://ufcstats.com/fighter-details/4fe1d105af549845,
Daniel,Lacerda,Miojo,"5' 6""",125 lbs.,"70.0""",Switch,11,6,0,,http://ufcstats.com/fighter-details/31bb0772f21cabd8,"Jun 05, 1996"
Luan,Lacerda,,"5' 7""",135 lbs.,"71.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/6fc506e1099afe20,"Jan 07, 1993"
Kemran,Lachinov,,--,170 lbs.,--,,3,2,0,,http://ufcstats.com/fighter-details/eb84192d1a97f69e,
Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/d4691518d012b9e7,"Mar 01, 1995"
Ryan,LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,,http://ufcstats.com/fighter-details/4c7781da8c6cae93,"Oct 01, 1983"
Corinne,Laframboise,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,5,0,,http://ufcstats.com/fighter-details/fbe9f4efc2153be2,"May 25, 1989"
Ben,Lagman,Bad News,"6' 2""",185 lbs.,--,,6,5,0,,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5,"Sep 04, 1986"
Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0,,http://ufcstats.com/fighter-details/9f755fb04cc21499,"Jun 08, 1984"
Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/e5ca2bc2451a5956,"May 28, 1988"
Yohan,Lainesse,White Lion,"6' 1""",170 lbs.,"76.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/f998f5c102250d6e,"Aug 14, 1992"
Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,"Jun 21, 1965"
Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/7d06092326c52528,
Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,--,Orthodox,7,3,0,,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f,"Nov 04, 1990"
Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,20,8,0,,http://ufcstats.com/fighter-details/3974fa35c917af1d,"May 21, 1982"
Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,26,13,0,,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,"Jun 03, 1975"
Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,29,16,0,,http://ufcstats.com/fighter-details/7e062824c175f975,"Sep 09, 1973"
Nate,Landwehr,The Train,"5' 9""",145 lbs.,"72.0""",Orthodox,18,7,0,,http://ufcstats.com/fighter-details/583ee11abddfc581,"Jun 06, 1988"
Austen,Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,"Nov 09, 1987"
Aaron,Lanfranco,,--,155 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/d73e856f150744b2,"Aug 26, 1986"
Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,,http://ufcstats.com/fighter-details/09422812370fbdfe,"May 11, 1975"
Lionel,Lanham,,--,205 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/b8980dd7e8fc5976,"Aug 31, 1980"
Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,10,8,0,,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,"Mar 13, 1982"
Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,21,4,0,,http://ufcstats.com/fighter-details/8b1ed83b02303075,"Apr 08, 1992"
Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/c03a5022f8439f2a,"Jul 23, 1986"
Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,--,Southpaw,23,7,0,,http://ufcstats.com/fighter-details/f3a853544e4413c4,"Feb 13, 1980"
TJ,Laramie,,"5' 6""",145 lbs.,"66.0""",Orthodox,12,5,0,,http://ufcstats.com/fighter-details/cd2e5a390821fb48,"Oct 15, 1997"
Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,6,5,0,,http://ufcstats.com/fighter-details/49efbdc6c9f650c4,"Mar 12, 1980"
Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,6,0,,http://ufcstats.com/fighter-details/9450848a71d53776,"Sep 03, 1986"
Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,,http://ufcstats.com/fighter-details/c3bd649a9194e50c,"May 18, 1984"
Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,42,10,0,,http://ufcstats.com/fighter-details/5eedbf1e9601be35,"Aug 23, 1977"
Ryan,Larson,,--,170 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/7107e53ebd7435fb,"Dec 30, 1980"
Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,15,2,0,,http://ufcstats.com/fighter-details/b0826525fa17231d,"Jul 16, 1976"
Ilir,Latifi,The Sledgehammer,"5' 10""",230 lbs.,"73.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/e9a3aeb207578eea,"Jul 28, 1982"
Sione,Latu,,"6' 0""",215 lbs.,--,,1,0,0,,http://ufcstats.com/fighter-details/5898357a45a73674,
Phillip,Latu,The Doctor,"6' 3""",205 lbs.,"76.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/09224b76d27007ee,"Feb 17, 1991"
Jenel,Lausa,,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0,,http://ufcstats.com/fighter-details/ec664422b22d9787,"Aug 01, 1988"
Joe,Lauzon,,"5' 10""",155 lbs.,"71.0""",Orthodox,28,16,0,,http://ufcstats.com/fighter-details/3bad7ef643840f67,"May 22, 1984"
Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,17,6,0,,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,"Mar 30, 1988"
Sandra,Lavado,Peruvian Zombie,"5' 7""",115 lbs.,"66.0""",Orthodox,10,3,0,,http://ufcstats.com/fighter-details/aa6da8cb3a26da04,"May 03, 1994"
Chatt,Lavender,,"5' 8""",170 lbs.,--,,9,7,0,,http://ufcstats.com/fighter-details/5449dcccd972ff83,"May 24, 1976"
Cody,Law,,--,145 lbs.,--,,9,2,0,,http://ufcstats.com/fighter-details/e3162dbdbfd78287,"Mar 24, 1995"
Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,21,6,0,,http://ufcstats.com/fighter-details/a571770c4016736f,"Jan 11, 1981"
Robbie,Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,30,16,0,,http://ufcstats.com/fighter-details/f2925e6db404bf1d,"Mar 20, 1982"
Tom,Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0,,http://ufcstats.com/fighter-details/4d44f37107f01b9b,"May 15, 1983"
Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/879f6cae48d25baa,"May 15, 1990"
Lance,Lawrence,,"6' 1""",145 lbs.,"74.0""",Orthodox,4,1,0,,http://ufcstats.com/fighter-details/ce039df1994b18f0,"Jun 26, 1993"
Ronnie,Lawrence,The Heat,"5' 8""",135 lbs.,"68.0""",Switch,8,2,0,,http://ufcstats.com/fighter-details/e7e01e266a9d4342,"Jun 13, 1992"
Eric,Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,5,0,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42,
Jimmy,Lawson,Greedy,"6' 0""",265 lbs.,"77.0""",Orthodox,4,2,0,,http://ufcstats.com/fighter-details/e43eefb10d440cb0,"Nov 13, 1991"
Valmir,Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/777dea713da2441d,"Aug 15, 1985"
Zviad,Lazishvili,,"5' 6""",135 lbs.,"69.0""",Orthodox,13,1,0,,http://ufcstats.com/fighter-details/41498c2d1a87b154,"Oct 25, 1991"
Mounir,Lazzez,The Sniper,"6' 1""",170 lbs.,"76.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/49ee5024966efc0d,"Nov 16, 1987"
Cung,Le,,"5' 9""",185 lbs.,"70.0""",Southpaw,9,3,0,,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,"May 25, 1972"
Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/882b3f5a0774d575,"Aug 28, 1985"
Quang,Le,Bang,"5' 6""",135 lbs.,"70.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/32feae6d9a1e5047,"Oct 18, 1991"
Carlos,Leal,The Lion,"5' 11""",170 lbs.,"74.0""",Orthodox,22,6,0,,http://ufcstats.com/fighter-details/28d421729451c8ca,"May 04, 1994"
Jordan,Leavitt,The Monkey King,"5' 9""",155 lbs.,"71.0""",Southpaw,12,3,0,,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,"Jun 02, 1995"
Jerome,LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0,,http://ufcstats.com/fighter-details/2d0b10789feafddb,"Dec 26, 1972"
Chris,Leben,The Crippler,"5' 11""",185 lbs.,"73.0""",Southpaw,22,11,0,,http://ufcstats.com/fighter-details/d43a048a880efdff,"Jul 21, 1980"
Jean Paul,Lebosnoyani,Mufasa,--,170 lbs.,--,,8,2,0,,http://ufcstats.com/fighter-details/a3dda21be645be93,"Jan 27, 1999"
Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,16,7,1,,http://ufcstats.com/fighter-details/c575ab451e3c5b1d,"Aug 16, 1987"
Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,,http://ufcstats.com/fighter-details/56ec58954158966a,"Jun 30, 1982"
Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,"Sep 28, 1988"
James,Lee,,"5' 11""",205 lbs.,--,Southpaw,15,3,0,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,"Sep 22, 1973"
David,Lee,,"5' 10""",155 lbs.,--,Orthodox,12,10,0,,http://ufcstats.com/fighter-details/8caca5857ce0e30b,
Jackie,Lee,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/4985113c0928aa62,
Eun Soo,Lee,,"6' 1""",215 lbs.,--,Orthodox,17,4,0,,http://ufcstats.com/fighter-details/39c568f8c579913e,"Mar 07, 1982"
Tae Hyun,Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0,,http://ufcstats.com/fighter-details/de99da2c0d18d34a,"Jan 17, 1975"
Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,,http://ufcstats.com/fighter-details/806975e1b4f47b27,"Jan 20, 1977"
Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,14,10,1,,http://ufcstats.com/fighter-details/d9e3743bae8d703d,
Imani,Lee,,--,--,--,Orthodox,2,4,0,,http://ufcstats.com/fighter-details/0802be3516ef8f66,
Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,13,1,,http://ufcstats.com/fighter-details/8bb6f4479685bbcc,"Oct 15, 1982"
Kevin,Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,18,8,0,,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,"Sep 04, 1992"
Rocky,Lee,,"5' 9""",145 lbs.,--,Orthodox,3,2,0,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,"Apr 08, 1987"
Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,13,11,0,,http://ufcstats.com/fighter-details/05fa626cb33d15b8,"Feb 11, 1989"
JeongYeong,Lee,Korean Tiger,"5' 10""",145 lbs.,"73.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/d008d785f6347dc2,"Nov 13, 1995"
JungHyun,Lee,The Phenom,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/b6033505c245e28b,"Sep 10, 2002"
ChangHo,Lee,,"5' 8""",135 lbs.,"69.0""",Orthodox,11,1,0,,http://ufcstats.com/fighter-details/117a06469813e4ef,"May 09, 1994"
Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,,http://ufcstats.com/fighter-details/5817df778cc27274,
Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,"Oct 27, 1978"
Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,,http://ufcstats.com/fighter-details/98cbbc06074c68a4,"Mar 15, 1994"
Claudia,Leite,,"5' 3""",135 lbs.,"64.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/90550a08f0b02b6f,"Nov 04, 1996"
Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,,http://ufcstats.com/fighter-details/cfb65863d5099327,"Sep 06, 1981"
Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb,"Jun 03, 1974"
Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,,http://ufcstats.com/fighter-details/fd4578cac86d75ca,
Amanda,Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,15,4,1,,http://ufcstats.com/fighter-details/3df5493bb279226f,"May 22, 1987"
Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,,http://ufcstats.com/fighter-details/f37822d5b3e47517,"Jun 23, 1989"
Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,,http://ufcstats.com/fighter-details/7269329bd87eb479,
Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,"Mar 10, 1982"
Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,,http://ufcstats.com/fighter-details/e60201cfab7d656d,"Nov 29, 1972"
Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,"Aug 13, 1984"
Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,,http://ufcstats.com/fighter-details/6e02c318762f52f1,
Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,7,0,,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,"Feb 16, 1990"
Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,,http://ufcstats.com/fighter-details/86b9b51a81e9c339,"May 27, 1987"
Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,,http://ufcstats.com/fighter-details/657d0ed181f04215,"Feb 19, 1980"
Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,"Jan 05, 1968"
Michael,Lerma,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3,
Lukasz,Les,,--,170 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f,"Nov 05, 1981"
Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,,http://ufcstats.com/fighter-details/513c6f1715e547a8,"Jul 12, 1977"
Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,"Jun 10, 1984"
Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,,http://ufcstats.com/fighter-details/46a2f24feb258ae0,"Apr 29, 1983"
Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",Southpaw,5,3,0,,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,"Aug 21, 1992"
Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,"Apr 18, 1980"
Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,,http://ufcstats.com/fighter-details/182f2b78582de3d8,"Jul 17, 1982"
David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0,,http://ufcstats.com/fighter-details/49590e0508b2c19f,
Kyle,Levinton,,--,--,--,,0,3,0,,http://ufcstats.com/fighter-details/81ddc98fceb30086,
Natan,Levy,Lethal,"5' 9""",155 lbs.,"71.0""",Southpaw,8,2,0,,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,"Sep 30, 1991"
John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,,http://ufcstats.com/fighter-details/4a01dc8376736ef5,
Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,29,12,0,,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,"Feb 07, 1985"
Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/899923ff6ab13917,"May 05, 1991"
Brandon,Lewis,,"5' 4""",135 lbs.,"70.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/6623cb1c27025634,"Aug 02, 1997"
Malik,Lewis,Hard Knock,"6' 0""",155 lbs.,"75.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/f60dbe6e05489c4f,"Mar 04, 1996"
Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,,http://ufcstats.com/fighter-details/a307a10414d0ad00,"Aug 10, 1983"
Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",Orthodox,19,9,0,,http://ufcstats.com/fighter-details/e64b96c07d7ce999,"Mar 20, 1988"
Li,Yunfeng,,"5' 8""",135 lbs.,"68.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac,"Mar 08, 1999"
Liang,Na,The Dragon Girl,"5' 5""",125 lbs.,"67.0""",Orthodox,19,8,0,,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,"Jul 27, 1996"
Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,20,11,0,,http://ufcstats.com/fighter-details/a8aba6fd8a463043,
Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,,http://ufcstats.com/fighter-details/a390eb8a9b2df298,"Dec 17, 1969"
Rodrigo,Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/11b5a809c3120e27,"Jul 07, 1989"
Sam,Liera,,--,--,--,,12,10,0,,http://ufcstats.com/fighter-details/421ccfc6ddb17958,
Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,9,11,0,,http://ufcstats.com/fighter-details/5d7c18191b8aa432,"Feb 06, 1974"
Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/998c8890a8dde1eb,"Oct 15, 1978"
Chris,Liguori,,"5' 9""",185 lbs.,--,Orthodox,15,10,0,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,
Donnie,Liles,,"5' 9""",170 lbs.,--,Orthodox,17,7,0,,http://ufcstats.com/fighter-details/a1bf037613180253,
Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,17,6,0,,http://ufcstats.com/fighter-details/bbb15f301e4a490a,"Nov 09, 1979"
Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1,,http://ufcstats.com/fighter-details/203c957eac95dd87,"Jan 16, 1985"
Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/75a6a390fd5dca46,"Mar 15, 1982"
Dhiego,Lima,,"6' 2""",170 lbs.,"75.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/e9213f53ddeca978,"Jan 31, 1989"
Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,,http://ufcstats.com/fighter-details/264111bf62662fbf,"Jan 05, 1988"
Mabelly,Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0,,http://ufcstats.com/fighter-details/6135fd9665fbb74e,"Jan 25, 1994"
Andre,Lima,Mascote,"5' 7""",125 lbs.,"67.0""",Orthodox,11,0,0,,http://ufcstats.com/fighter-details/b1f21ce050035d58,"Feb 04, 1999"
Felipe,Lima,Jungle Boy,"5' 6""",135 lbs.,"68.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/9256f591b30c073e,"May 07, 1998"
Miguel,Linares,,--,--,--,,2,4,0,,http://ufcstats.com/fighter-details/18c49685296c60e6,
Emiliano,Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/a4ef92274a45143d,"Apr 21, 1997"
Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,"May 17, 1970"
Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,--,Switch,12,7,0,,http://ufcstats.com/fighter-details/33e00249ef08d3a4,"Jun 21, 1986"
John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0,,http://ufcstats.com/fighter-details/c268b2cfebccf652,"Jun 12, 1990"
Austin,Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/305d73ede05e31ad,"Jul 10, 1994"
Lucio,Linhares,,"6' 2""",185 lbs.,--,Orthodox,19,8,0,,http://ufcstats.com/fighter-details/a780d16cf7eed44d,"Dec 08, 1973"
Philipe,Lins,Monstro,"6' 2""",205 lbs.,"78.0""",Orthodox,18,5,0,,http://ufcstats.com/fighter-details/53c943c873cffe90,"Aug 17, 1985"
Tainara,Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/2c5f5749569eef66,"Mar 02, 1991"
Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/68c6cd5287b473a7,"Feb 13, 1976"
Wesley,Little,,"6' 4""",205 lbs.,--,,4,8,0,,http://ufcstats.com/fighter-details/008c6e1a25751575,
James,Llontop,Goku,"6' 0""",155 lbs.,"73.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/93b2b7caa457cbea,"Aug 02, 1999"
Abner,Lloveras,Skullman,"5' 11""",155 lbs.,--,,20,9,1,,http://ufcstats.com/fighter-details/6448e57a9533b7e4,"Sep 04, 1982"
Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,10,3,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b,
